ISBN,Book-Title,Book-Author
0894805770,What to Expect the First Year,Arlene Eisenberg
0385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf
0156528207,The Little Prince,Antoine de Saint-Exup̩ry
0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts
0743411250,The Woman Next Door,Barbara Delinsky
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich
0671867113,Moonlight Becomes You,Mary Higgins Clark
0446610100,Wish You Well,David Baldacci
0671028375,Fatal Voyage,Kathy Reichs
0689817851,Go Ask Alice,Anonymous
037570504X,"Breath, Eyes, Memory",Edwidge Danticat
1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield
038533334X,Charming Billy,Alice McDermott
0743467523,Dreamcatcher,Stephen King
0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck
0451202341,Back Roads,Tawni O'Dell
1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon
0743457358,Everything's Eventual : 14 Dark Tales,Stephen King
0449006522,Manhattan Hunt Club,JOHN SAUL
044022103X,One True Thing,Anna Quindlen
0316788228,The Pilot's Wife,Anita Shreve
0552131067,,
0743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar
0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts
0446516538,Slow Waltz in Cedar Bend,Robert James Waller
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro
1844262553,Free,Paul Vincent
0684853515,Hearts In Atlantis : New Fiction,Stephen King
0805062971,Fight Club,Chuck Palahniuk
0380727501,Notes from a Small Island,Bill Bryson
0446675059,The Honk and Holler Opening Soon,Billie Letts
076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom
0091867770,,
0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard
0385503954,Atonement: A Novel,Ian McEwan
051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts
0345384369,Intensity,DEAN KOONTZ
0553582526,Dust to Dust,TAMI HOAG
0679723161,Lolita (Vintage International),VLADIMIR NABOKOV
0671894455,FORREST GUMP (Movie Tie in),Winston Groom
0385424736,The Rainmaker,John Grisham
0446611808,Envy,Sandra Brown
0345441036,Black House,Stephen King
0452282195,The Bluest Eye,Toni Morrison
0449912558,The Sparrow,MARY DORIA RUSSELL
0451204530,Code to Zero,Ken Follett
0743437640,The Mulberry Tree,Jude Deveraux
0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach
0375504397,Black House,Stephen King
0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton
0425177173,Atlantis Found,Clive Cussler
0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck
0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell
0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark
0451169522,Misery,Stephen King
0449223612,N Is for Noose,Sue Grafton
0140042598,On the Road,Jack Kerouac
014038572X,The Outsiders (Now in Speak!),S. E. Hinton
0802139256,Peace Like a River,Leif Enger
0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani
0385502532,Drowning Ruth,Christina Schwarz
0425083837,The Hunt for Red October,Tom Clancy
0399146431,The Bonesetter's Daughter,Amy Tan
0671004565,We'll Meet Again,Mary Higgins Clark
0316089699,Sea Glass: A Novel,Anita Shreve
0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez
0553573136,Couplehood,PAUL REISER
0877017883,Griffin &amp; Sabine: An Extraordinary Correspondence,Nick Bantock
0425107469,Watchers,Dean R. Koontz
0552996009,Notes From a Small Planet,Bill Bryson
1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith
0345427637,The Angel of Darkness,Caleb Carr
0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN
0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket
0842342702,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye
0449911519,Secret History : A Novel,DONNA TARTT
0425180964,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy
0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL
0451186362,Rose Madder,Stephen King
0449221490,L Is for Lawless,Sue Grafton
0671776134,Plain Truth,Jodi Picoult
1558745718,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield
0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye
0399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell
0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst
0156007754,Blindness (Harvest Book),Jose Saramago
0451180232,Nightmares &amp; Dreamscapes,Stephen King
1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith
0425144429,Mr. Murder,Dean R. Koontz
0425124347,The Bad Place,Dean R. Koontz
0330367358,,
0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton
0312983824,Faking It,Jennifer Crusie
042513525X,Hideaway,Dean R. Koontz
0451207521,Jackdaws,Ken Follett
0679735909,Possession : A Romance,A.S. BYATT
0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund
0553274503,Flowers for Algernon (Bantam Classic),DANIEL KEYES
0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY
0373218397,Summer Pleasures,Nora Roberts
0312263120,Digital Fortress : A Thriller,Dan Brown
0375400117,Memoirs of a Geisha,Arthur Golden
0679446486,Airframe,Michael Crichton
0446605409,Plum Island,Nelson DeMille
0452280621,Beloved,Toni Morrison
0553578022,The Face of Deception,Iris Johansen
0316782505,The Weight of Water,Anita Shreve
0446604844,Total Control,David Baldacci
1573221937,How to Be Good,Nick Hornby
0375412530,Back When We Were Grownups: A Novel,ANNE TYLER
0385508417,Skipping Christmas,JOHN GRISHAM
0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN
0425170349,Rainbow Six,Tom Clancy
0449223604,M Is for Malice,Sue Grafton
0671004549,You Belong To Me,Mary Higgins Clark
0451153553,Misery,Stephen King
042510107X,Red Storm Rising,Tom Clancy
1576737330,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson
0373218192,Engaging The Enemy,Nora Roberts
0060188731,Bel Canto,Ann Patchett
0440204887,Illusions: The Adventures of a Reluctant Messiah,Richard Bach
0399143947,Point of Origin,Patricia Daniels Cornwell
0425109720,Patriot Games (Jack Ryan Novels),Tom Clancy
0446527785,A Bend in the Road,Nicholas Sparks
0441005489,"Redwall (Redwall, Book 1)",Brian Jacques
0743235150,Everything's Eventual : 14 Dark Tales,Stephen King
0061020710,The Color of Magic,Terry Pratchett
0679442790,The Reader,Bernhard Schlink
0671880187,Kitchen,Banana Yoshimoto
0316168815,The Lovely Bones,Alice Sebold
0743206029,On the Street Where You Live : A Novel,Mary Higgins Clark
0375500510,Black and Blue : A Novel,ANNA QUINDLEN
0140254544,A Light in the Window (The Mitford Years),Jan Karon
0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips
0446613266,Four Blind Mice,James Patterson
0451169514,It,Stephen King
0679744398,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY
037541309X,Balzac and the Little Chinese Seamstress,Dai Sijie
0345447840,The Surgeon,TESS GERRITSEN
0316603287,The Lake House,James Patterson
0345354613,Eaters of the Dead,MICHAEL CRICHTON
0345404114,Sleepers,Lorenzo Carcaterra
0786866586,Shopgirl : A Novella,Steve Martin
0553573403,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin
0618002227,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien
0446608890,Saving Faith,David Baldacci
0679457526,Into Thin Air : A Personal Account of the Mount Everest Disaster,JON KRAKAUER
080411935X,Standing in the Rainbow,FANNIE FLAGG
0743460529,Daddy's Little Girl,Mary Higgins Clark
038542471X,The Client,John Grisham
0375504613,A Short Guide to a Happy Life,ANNA QUINDLEN
0684853507,BAG OF BONES : A NOVEL,Stephen King
0446603589,Absolute Power,David Baldacci
0553292722,Still Waters,TAMI HOAG
0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer
0451181379,The Door to December,Dean R. Koontz
0553578693,The Next Accident,LISA GARDNER
0553576801,The Perfect Husband,LISA GARDNER
0688170528,The Pact: A Love Story,Jodi Picoult
0440217563,Voyager,DIANA GABALDON
042511774X,Breathing Lessons,Anne Tyler
0425178765,Easy Prey,John Sandford
0446677450,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki
0373218036,"Truly, Madly Manhattan",Nora Roberts
0399146253,The Last Precinct,Patricia Daniels Cornwell
0446667900,A Darkness More Than Night,Michael Connelly
0451188462,Desperation,Stephen King
0805059555,"\O\"" Is for Outlaw""",Sue Grafton
0671042572,Jewel (Oprah's Book Club),Bret Lott
0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver
0345370805,How to Make an American Quilt,Whitney Otto
0553213105,Pride and Prejudice,Jane Austen
0670894184,Back Roads,Tawni O'Dell
0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON
0446391301,Geek Love,Katherine Dunn
0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy
0553569910,The Ugly Duckling,Iris Johansen
0345368754,Foucault's Pendulum,Umberto Eco
0451206525,Dead Sleep,Greg Iles
0425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy
0385729332,The Sisterhood of the Traveling Pants,Ann Brashares
0064471047,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis
0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni
0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath
0385324057,Summer Sisters,Judy Blume
0385475721,The Blind Assassin,Margaret Atwood
0399145087,Black Notice,Patricia Daniels Cornwell
1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown
0316781010,Fortune's Rocks: A Novel,Anita Shreve
0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell
0312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich
0446365386,Gone with the Wind,Margaret Mitchell
0446602620,Blood Work,Michael Connelly
0553211404,Jane Eyre (Bantam Classics),Charlotte Bronte
0374100128,The Corrections (Oprah Edition),Jonathan Franzen
0425178102,Big Trouble,Dave Barry
0679720200,The Stranger,ALBERT CAMUS
0451208765,Sleep No More,Greg Iles
0425151867,Acceptable Risk,Robin Cook
0316693251,Roses Are Red,James Patterson
0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy
0451205421,The Door to December,Dean R. Koontz
0385315236,The Horse Whisperer,Nicholas Evans
0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich
0060929790,One Hundred Years of Solitude,Gabriel Garcia Marquez
0375413634,The Emperor of Ocean Park (Today Show Book Club #1),Stephen L. Carter
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross
0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin
0316602051,The Jester,James Patterson
0312274920,Round Ireland With a Fridge,Tony Hawks
0451142934,Skeleton Crew,Stephen King
0380778556,Rebecca,Daphne Du Maurier
0812570944,What Dreams May Come : A Novel,Richard Matheson
0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King
0671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell
000649840X,Angelas Ashes,Frank Mccourt
0446527033,The Switch,Sandra Brown
0440241413,Confessions of a Shopaholic,SOPHIE KINSELLA
0553561618,Dark Paradise,TAMI HOAG
0446364800,The General's Daughter,Nelson DeMille
0446607193,Unspeakable,Sandra Brown
0385720920,Choke,CHUCK PALAHNIUK
0330375253,Bridget Jones's Diary,Helen Fielding
0425115801,Lightning,Dean R. Koontz
0743469801,Why Girls Are Weird : A Novel,Pamela Ribon
0552143774,Horse Whisperer,Nicholas Evans
0060926317,Mutant Message Down Under,Marlo Morgan
0446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley
0452283442,The Darwin Awards: Evolution in Action,Wendy Northcutt
0805063889,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich
0440439884,Island of the Blue Dolphins,SCOTT O'DELL
0446525502,The Rescue,Nicholas Sparks
0312201656,I Capture the Castle,Dodie Smith
0553580191,Seize the Night,DEAN KOONTZ
0553569155,Seinlanguage,Jerry Seinfeld
0515133302,Hemlock Bay,Catherine Coulter
0425179613,It's Not About the Bike: My Journey Back to Life,Lance Armstrong
0446525537,A Walk to Remember,Nicholas Sparks
0887307876,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions",Scott Adams
0312144075,The Samurai's Garden : A Novel,Gail Tsukiyama
0380814021,The Princess Diaries,Meg Cabot
0743417682,From a Buick 8,Stephen King
006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende
0671568175,Let Me Call You Sweetheart,Mary Higgins Clark
0552131059,,
0425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler
0894808249,All I Need to Know I Learned from My Cat,Suzy Becker
0679432477,Empire Falls,RICHARD RUSSO
0385334036,The Smoke Jumper,Nicholas Evans
0671011375,Death du Jour,Kathy Reichs
0375703764,House of Leaves,Mark Z. Danielewski
0385474547,Things Fall Apart : A Novel,CHINUA ACHEBE
0811825558,The Worst-Case Scenario Survival Handbook,Joshua Piven
0440213290,The Copper Beech,Maeve Binchy
0553578316,Sticks &amp; Scones,Diane Mott Davidson
0451209907,Quentins,Maeve Binchy
0374199698,Middlesex: A Novel,Jeffrey Eugenides
014131088X,Speak,Laurie Halse Anderson
0425153975,The Eyes of Darkness,Dean R. Koontz
0451170385,Four Past Midnight,Stephen King
0446523569,Message in a Bottle,Nicholas Sparks
0446611778,Last Man Standing,David Baldacci
0316690619,Cradle and All,James Patterson
0385199570,The Stand (The Complete and Uncut Edition),Stephen King
0312199430,One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus
0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL
0553210092,The Scarlet Letter,NATHANIEL HAWTHORNE
0679772677,A Civil Action,JONATHAN HARR
0525946829,Quentins,Maeve Binchy
0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON
0451151259,Eyes of the Dragon,Stephen King
0452281903,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer
0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman
0440224594,The Return Journey,MAEVE BINCHY
0316603570,3rd Degree,James Patterson
0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts
0345397819,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice
0375706410,Waiting (Vintage International),Ha Jin
0451191153,The Fountainhead,Ayn Rand
0345348109,The Killer Angels,Michael Shaara
044661193X,Basket Case,Carl Hiaasen
0440202043,Shell Seekers,Rosamunde Pilcher
0439404371,The Thief Lord,Cornelia Funke
0316779423,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris
0375756981,The Vagina Monologues: The V-Day Edition,Eve Ensler
0553289691,SKINNY LEGS AND ALL,TOM ROBBINS
042518286X,Shock,Robin Cook
0553582763,By the Light of the Moon,DEAN KOONTZ
0385490445,Alias Grace : A Novel,Margaret Atwood
034543479X,A Widow for One Year,JOHN IRVING
1573228214,High Fidelity,Nick Hornby
0446530077,Find Me,Rosie O'Donnell
0618002219,The Hobbit: or There and Back Again,J.R.R. Tolkien
0451137965,Thinner,Stephen King
0425128164,The Voice of the Night,Dean R. Koontz
0385498721,Survivor : A Novel,CHUCK PALAHNIUK
0380730847,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman
0446673544,Sex &amp; the City,Candace Bushnell
0767905202,Mr. Maybe,Jane Green
0446608262,The Lion's Game,Nelson DeMille
0618129022,The Lord of the Rings (Movie Art Cover),J.R.R. Tolkien
1551668998,Beach House,Mary Alice Monroe
0670868361,Desperation,Stephen King
0345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice
044900371X,The Orchid Thief (Ballantine Reader's Circle),Susan Orlean
3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore
0515135739,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter
0064401847,Bridge to Terabithia,Katherine Paterson
0312983298,Full Speed (Janet Evanovich's Full Series),Janet Evanovich
0451166582,The Eyes of the Dragon,Stephen King
0312244266,Winter Solstice,Rosamunde Pilcher
0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG
0446671002,The Celestine Prophecy,James Redfield
080411918X,A Patchwork Planet,ANNE TYLER
0446603716,Hide &amp; Seek,James Patterson
0385509510,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER
0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde
0451155750,The Dead Zone,Stephen King
0446609323,Black Friday,James Patterson
0671027581,Open Season,Linda Howard
0684857820,Lucky,Alice Sebold
0345314255,Sword of Shannara,Terry Brooks
0425155404,Invasion,Robin Cook
0553258001,The Cider House Rules,John Irving
0451190491,The Two Dead Girls (Green Mile Series),Stephen King
074322535X,Gap Creek: The Story of a Marriage,Robert Morgan
0140179836,The Liar's Club: A Memoir,Mary Karr
0373250126,Milkrun,Sarah Mlynowski
0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White
0156028778,The Crimson Petal and the White,Michel Faber
